0 0
1 70
3 96
0 0
1 70
3 96
0 0
1 70
3 96
0 0
1 70
3 96
0 0
1 70
3 96
0 0
1 70
3 96
0 0
1 70
3 96
0 0
1 70
3 96
0 0
1 70
3 96
0 0
1 70
3 96
0 0
1 70
3 96
0 0
1 70
3 96
0 0
1 70
3 96
0 0
1 70
3 96
0 0
1 70
3 96
0 0
1 70
3 96
0 0
1 70
3 96
0 0
1 70
3 96
0 0
1 70
3 96
0 0
1 70
3 96
