creationDate,component,totalEffort,avg(severity),avg(maintainability_Rating),avg(security_Rating),avg(reliability_Rating),count(DISTINCT author),TDS,Change Log - Effort,Change Log - Severity,,PC - Effort,PC - Severity,PC - TDS,Functional Weighting,Architectural Weighting,Diff (Func-Arch),Neutral Weighting,Diff (Func-Neutral)
2011-10-18T17:14:16Z,org:apache:accumulo:contrib/accumulo_sample/ingest/src/main/java/aggregator/GlobalIndexUidAggregator.java,12,0.2,1,0.1,0.05,1,2.4,2->12,No,0.4->2.4,500,0,500,1,1,FALSE,2,TRUE
2011-12-05T20:21:12Z,org:apache:accumulo:contrib/accumulo_sample/ingest/src/main/java/aggregator/GlobalIndexUidAggregator.java,2,0.2,1,0.1,0.05,1,0.4,12->2,No,2.4->0.4,83.33333333,0,83.33333333,1,1,FALSE,2,TRUE
2011-12-27T18:19:43Z,org:apache:accumulo:contrib/accumulo_sample/ingest/src/main/java/aggregator/GlobalIndexUidAggregator.java,24,0.2,1,0.1,0.05,1,4.8,2->24,No,0.4->4.8,1100,0,1100,1,1,FALSE,2,TRUE
2012-01-05T15:51:52Z,org:apache:accumulo:contrib/accumulo_sample/ingest/src/main/java/aggregator/GlobalIndexUidAggregator.java,2,0.2,1,0.1,0.05,1,0.4,24->2,No,4.8->0.4,91.66666667,0,91.66666667,1,1,FALSE,2,TRUE
2011-10-18T17:14:16Z,org:apache:accumulo:contrib/accumulo_sample/ingest/src/main/java/ingest/ArticleExtractor.java,36,0.2,1,0.1,0.05,1,7.2,2->36,No,0.4->7.2,1700,0,1700,1,1,FALSE,2,TRUE
2011-12-05T20:21:12Z,org:apache:accumulo:contrib/accumulo_sample/ingest/src/main/java/ingest/ArticleExtractor.java,2,0.2,1,0.1,0.05,1,0.4,36->2,No,7.2->0.4,94.44444444,0,94.44444444,1,1,FALSE,2,TRUE
2011-10-18T17:14:16Z,org:apache:accumulo:contrib/accumulo_sample/ingest/src/main/java/ingest/WikipediaConfiguration.java,12,0.2,1,0.1,0.05,1,2.4,2->12,No,0.4->2.4,500,0,500,1,1,FALSE,2,TRUE
2011-12-05T20:21:12Z,org:apache:accumulo:contrib/accumulo_sample/ingest/src/main/java/ingest/WikipediaConfiguration.java,2,0.2,1,0.1,0.05,1,0.4,12->2,No,2.4->0.4,83.33333333,0,83.33333333,1,1,FALSE,2,TRUE
2011-10-18T17:14:16Z,org:apache:accumulo:contrib/accumulo_sample/ingest/src/main/java/ingest/WikipediaIngester.java,12,0.2,1,0.1,0.05,1,2.4,2->12,No,0.4->2.4,500,0,500,1,1,FALSE,2,TRUE
2011-12-05T20:21:12Z,org:apache:accumulo:contrib/accumulo_sample/ingest/src/main/java/ingest/WikipediaIngester.java,2,0.2,1,0.1,0.05,1,0.4,12->2,No,2.4->0.4,83.33333333,0,83.33333333,1,1,FALSE,2,TRUE
2011-12-27T18:19:43Z,org:apache:accumulo:contrib/accumulo_sample/ingest/src/main/java/ingest/WikipediaIngester.java,24,0.2,1,0.1,0.05,1,4.8,2->24,No,0.4->4.8,1100,0,1100,1,1,FALSE,2,TRUE
2012-01-05T15:51:52Z,org:apache:accumulo:contrib/accumulo_sample/ingest/src/main/java/ingest/WikipediaIngester.java,2,0.2,1,0.1,0.05,1,0.4,24->2,No,4.8->0.4,91.66666667,0,91.66666667,1,1,FALSE,2,TRUE
2011-10-18T17:14:16Z,org:apache:accumulo:contrib/accumulo_sample/ingest/src/main/java/ingest/WikipediaInputFormat.java,36,0.2,1,0.1,0.05,1,7.2,2->36,No,0.4->7.2,1700,0,1700,1,1,FALSE,2,TRUE
2011-12-05T20:21:12Z,org:apache:accumulo:contrib/accumulo_sample/ingest/src/main/java/ingest/WikipediaInputFormat.java,2,0.2,1,0.1,0.05,1,0.4,36->2,No,7.2->0.4,94.44444444,0,94.44444444,1,1,FALSE,2,TRUE
2011-10-18T17:14:16Z,org:apache:accumulo:contrib/accumulo_sample/ingest/src/main/java/ingest/WikipediaMapper.java,36,0.2,1,0.1,0.05,1,7.2,2->36,No,0.4->7.2,1700,0,1700,1,1,FALSE,2,TRUE
2011-12-05T20:21:12Z,org:apache:accumulo:contrib/accumulo_sample/ingest/src/main/java/ingest/WikipediaMapper.java,2,0.2,1,0.1,0.05,1,0.4,36->2,No,7.2->0.4,94.44444444,0,94.44444444,1,1,FALSE,2,TRUE
2011-10-18T17:14:16Z,org:apache:accumulo:contrib/accumulo_sample/ingest/src/main/java/iterator/TotalAggregatingIterator.java,36,0.2,1,0.1,0.05,1,7.2,2->36,No,0.4->7.2,1700,0,1700,1,1,FALSE,2,TRUE
2011-12-05T20:21:12Z,org:apache:accumulo:contrib/accumulo_sample/ingest/src/main/java/iterator/TotalAggregatingIterator.java,2,0.2,1,0.1,0.05,1,0.4,36->2,No,7.2->0.4,94.44444444,0,94.44444444,1,1,FALSE,2,TRUE
2011-10-18T17:14:16Z,org:apache:accumulo:contrib/accumulo_sample/ingest/src/main/java/normalizer/LcNoDiacriticsNormalizer.java,40,0.2,1,0.1,0.05,1,8,2->40,No,0.4->8,1900,0,1900,1,1,FALSE,2,TRUE
2011-12-09T16:59:12Z,org:apache:accumulo:contrib/accumulo_sample/ingest/src/main/java/normalizer/LcNoDiacriticsNormalizer.java,2,0.2,1,0.1,0.05,1,0.4,40->2,No,8->0.4,95,0,95,1,1,FALSE,2,TRUE
2011-10-18T17:14:16Z,org:apache:accumulo:contrib/accumulo_sample/ingest/src/main/java/normalizer/NoOpNormalizer.java,36,0.2,1,0.1,0.05,1,7.2,2->36,No,0.4->7.2,1700,0,1700,1,1,FALSE,2,TRUE
2011-12-05T20:21:12Z,org:apache:accumulo:contrib/accumulo_sample/ingest/src/main/java/normalizer/NoOpNormalizer.java,2,0.2,1,0.1,0.05,1,0.4,36->2,No,7.2->0.4,94.44444444,0,94.44444444,1,1,FALSE,2,TRUE
2011-10-18T17:14:16Z,org:apache:accumulo:contrib/accumulo_sample/ingest/src/main/java/normalizer/Normalizer.java,36,0.2,1,0.1,0.05,1,7.2,2->36,No,0.4->7.2,1700,0,1700,1,1,FALSE,2,TRUE
2011-12-05T20:21:12Z,org:apache:accumulo:contrib/accumulo_sample/ingest/src/main/java/normalizer/Normalizer.java,2,0.2,1,0.1,0.05,1,0.4,36->2,No,7.2->0.4,94.44444444,0,94.44444444,1,1,FALSE,2,TRUE
2011-10-18T17:14:16Z,org:apache:accumulo:contrib/accumulo_sample/ingest/src/main/java/normalizer/NumberNormalizer.java,40,0.2,1,0.1,0.05,1,8,2->40,No,0.4->8,1900,0,1900,1,1,FALSE,2,TRUE
2011-12-09T16:59:12Z,org:apache:accumulo:contrib/accumulo_sample/ingest/src/main/java/normalizer/NumberNormalizer.java,2,0.2,1,0.1,0.05,1,0.4,40->2,No,8->0.4,95,0,95,1,1,FALSE,2,TRUE
2011-12-05T20:05:49Z,org:apache:accumulo:contrib/accumulo_sample/ingest/src/main/java/protobuf/TermWeight.java,34,0.2,1,0.1,0.05,1,6.8,57->34,No,11.4->6.8,40.35087719,0,40.35087719,1,1,FALSE,2,TRUE
2011-12-05T20:21:12Z,org:apache:accumulo:contrib/accumulo_sample/ingest/src/main/java/protobuf/TermWeight.java,3,0.2,1,0.1,0.05,1,0.6,34->3,No,6.8->0.6,91.17647059,0,91.17647059,1,1,FALSE,2,TRUE
2011-12-09T17:21:14Z,org:apache:accumulo:contrib/accumulo_sample/ingest/src/main/java/protobuf/TermWeight.java,2,0.2,1,0.1,0.05,1,0.4,3->2,No,0.6->0.4,33.33333333,0,33.33333333,1,1,FALSE,2,TRUE
2011-12-12T20:33:21Z,org:apache:accumulo:contrib/accumulo_sample/ingest/src/main/java/protobuf/TermWeight.java,3,0.2,1,0.1,0.05,1,0.6,2->3,No,0.4->0.6,50,0,50,1,1,FALSE,2,TRUE
2011-12-23T15:54:42Z,org:apache:accumulo:contrib/accumulo_sample/ingest/src/main/java/protobuf/TermWeight.java,2,0.2,1,0.1,0.05,1,0.4,3->2,No,0.6->0.4,33.33333333,0,33.33333333,1,1,FALSE,2,TRUE
2012-01-05T15:51:52Z,org:apache:accumulo:contrib/accumulo_sample/ingest/src/main/java/protobuf/TermWeight.java,3,0.2,1,0.1,0.05,1,0.6,2->3,No,0.4->0.6,50,0,50,1,1,FALSE,2,TRUE
2012-01-05T15:52:22Z,org:apache:accumulo:contrib/accumulo_sample/ingest/src/main/java/protobuf/TermWeight.java,2,0.2,1,0.1,0.05,1,0.4,3->2,No,0.6->0.4,33.33333333,0,33.33333333,1,1,FALSE,2,TRUE
2012-01-06T16:01:35Z,org:apache:accumulo:contrib/accumulo_sample/ingest/src/main/java/protobuf/TermWeight.java,3,0.2,1,0.1,0.05,1,0.6,2->3,No,0.4->0.6,50,0,50,1,1,FALSE,2,TRUE
2011-12-05T20:05:49Z,org:apache:accumulo:contrib/accumulo_sample/ingest/src/main/java/protobuf/Uid.java,34,0.2,1,0.1,0.05,1,6.8,57->34,No,11.4->6.8,40.35087719,0,40.35087719,1,1,FALSE,2,TRUE
2011-12-05T20:21:12Z,org:apache:accumulo:contrib/accumulo_sample/ingest/src/main/java/protobuf/Uid.java,3,0.2,1,0.1,0.05,1,0.6,34->3,No,6.8->0.6,91.17647059,0,91.17647059,1,1,FALSE,2,TRUE
2011-12-09T17:21:14Z,org:apache:accumulo:contrib/accumulo_sample/ingest/src/main/java/protobuf/Uid.java,2,0.2,1,0.1,0.05,1,0.4,3->2,No,0.6->0.4,33.33333333,0,33.33333333,1,1,FALSE,2,TRUE
2011-12-12T20:33:21Z,org:apache:accumulo:contrib/accumulo_sample/ingest/src/main/java/protobuf/Uid.java,3,0.2,1,0.1,0.05,1,0.6,2->3,No,0.4->0.6,50,0,50,1,1,FALSE,2,TRUE
2011-12-23T15:54:42Z,org:apache:accumulo:contrib/accumulo_sample/ingest/src/main/java/protobuf/Uid.java,2,0.2,1,0.1,0.05,1,0.4,3->2,No,0.6->0.4,33.33333333,0,33.33333333,1,1,FALSE,2,TRUE
2012-01-05T15:51:52Z,org:apache:accumulo:contrib/accumulo_sample/ingest/src/main/java/protobuf/Uid.java,3,0.2,1,0.1,0.05,1,0.6,2->3,No,0.4->0.6,50,0,50,1,1,FALSE,2,TRUE
2012-01-05T15:52:22Z,org:apache:accumulo:contrib/accumulo_sample/ingest/src/main/java/protobuf/Uid.java,2,0.2,1,0.1,0.05,1,0.4,3->2,No,0.6->0.4,33.33333333,0,33.33333333,1,1,FALSE,2,TRUE
2012-01-06T16:01:35Z,org:apache:accumulo:contrib/accumulo_sample/ingest/src/main/java/protobuf/Uid.java,3,0.2,1,0.1,0.05,1,0.6,2->3,No,0.4->0.6,50,0,50,1,1,FALSE,2,TRUE
2011-10-18T17:14:16Z,org:apache:accumulo:contrib/accumulo_sample/ingest/src/main/java/reader/AggregatingRecordReader.java,36,0.2,1,0.1,0.05,1,7.2,2->36,No,0.4->7.2,1700,0,1700,1,1,FALSE,2,TRUE
2011-12-05T20:21:12Z,org:apache:accumulo:contrib/accumulo_sample/ingest/src/main/java/reader/AggregatingRecordReader.java,2,0.2,1,0.1,0.05,1,0.4,36->2,No,7.2->0.4,94.44444444,0,94.44444444,1,1,FALSE,2,TRUE
2011-10-18T17:14:16Z,org:apache:accumulo:contrib/accumulo_sample/ingest/src/main/java/reader/LongLineRecordReader.java,36,0.2,1,0.1,0.05,1,7.2,2->36,No,0.4->7.2,1700,0,1700,1,1,FALSE,2,TRUE
2011-12-05T20:21:12Z,org:apache:accumulo:contrib/accumulo_sample/ingest/src/main/java/reader/LongLineRecordReader.java,2,0.2,1,0.1,0.05,1,0.4,36->2,No,7.2->0.4,94.44444444,0,94.44444444,1,1,FALSE,2,TRUE
2011-10-18T17:14:16Z,org:apache:accumulo:contrib/accumulo_sample/ingest/src/main/java/util/TextUtil.java,36,0.2,1,0.1,0.05,1,7.2,2->36,No,0.4->7.2,1700,0,1700,3,4,TRUE,2,TRUE
2011-12-05T20:21:12Z,org:apache:accumulo:contrib/accumulo_sample/ingest/src/main/java/util/TextUtil.java,2,0.2,1,0.1,0.05,1,0.4,36->2,No,7.2->0.4,94.44444444,0,94.44444444,3,4,TRUE,2,TRUE
2011-10-18T17:14:16Z,org:apache:accumulo:contrib/accumulo_sample/ingest/src/test/java/aggregator/GlobalIndexUidAggregatorTest.java,12,0.2,1,0.1,0.05,1,2.4,2->12,No,0.4->2.4,500,0,500,3,4,TRUE,2,TRUE
2011-12-05T20:21:12Z,org:apache:accumulo:contrib/accumulo_sample/ingest/src/test/java/aggregator/GlobalIndexUidAggregatorTest.java,2,0.2,1,0.1,0.05,1,0.4,12->2,No,2.4->0.4,83.33333333,0,83.33333333,3,4,TRUE,2,TRUE
2011-12-27T18:19:43Z,org:apache:accumulo:contrib/accumulo_sample/ingest/src/test/java/aggregator/GlobalIndexUidAggregatorTest.java,24,0.2,1,0.1,0.05,1,4.8,2->24,No,0.4->4.8,1100,0,1100,3,4,TRUE,2,TRUE
2012-01-05T15:51:52Z,org:apache:accumulo:contrib/accumulo_sample/ingest/src/test/java/aggregator/GlobalIndexUidAggregatorTest.java,2,0.2,1,0.1,0.05,1,0.4,24->2,No,4.8->0.4,91.66666667,0,91.66666667,3,4,TRUE,2,TRUE
2011-10-18T17:14:16Z,org:apache:accumulo:contrib/accumulo_sample/ingest/src/test/java/ingest/StandaloneStatusReporter.java,236,0.271428571,1,0.1,0.05,1,64.05714286,22->236,0.3->0.271428571428572,6.6->64.057142857143,972.7272727,9.523809524,870.5627706,3,4,TRUE,2,TRUE
2011-12-05T20:21:12Z,org:apache:accumulo:contrib/accumulo_sample/ingest/src/test/java/ingest/StandaloneStatusReporter.java,2,0.2,1,0.1,0.05,1,0.4,236->2,0.271428571428572->0.2,64.057142857143->0.4,99.15254237,26.31578947,99.37555754,3,4,TRUE,2,TRUE
2012-01-09T14:38:31Z,org:apache:accumulo:contrib/accumulo_sample/ingest/src/test/java/ingest/StandaloneStatusReporter.java,20,0.4,1,0.1,0.05,1,8,2->20,0.2->0.4,0.4->8,900,100,1900,3,4,TRUE,3,FALSE
2011-10-18T17:14:16Z,org:apache:accumulo:contrib/accumulo_sample/ingest/src/test/java/ingest/WikipediaMapperTest.java,306,0.266666667,1,0.1,0.05,1,81.6,2->306,0.2->0.266666666666667,0.4->81.6000000000001,15200,33.33333333,20300,3,4,TRUE,2,TRUE
2011-12-05T20:21:12Z,org:apache:accumulo:contrib/accumulo_sample/ingest/src/test/java/ingest/WikipediaMapperTest.java,2,0.2,1,0.1,0.05,1,0.4,306->2,0.266666666666667->0.2,81.6000000000001->0.4,99.34640523,25,99.50980392,3,4,TRUE,2,TRUE
2012-01-10T21:13:43Z,org:apache:accumulo:contrib/accumulo_sample/ingest/src/test/java/ingest/WikipediaMapperTest.java,60,0.4,1,0.1,0.05,1,24,2->60,0.2->0.4,0.4->24,2900,100,5900,3,4,TRUE,3,FALSE
2011-10-18T17:14:16Z,org:apache:accumulo:contrib/accumulo_sample/ingest/src/test/java/normalizer/testNumberNormalizer.java,36,0.2,1,0.1,0.05,1,7.2,2->36,No,0.4->7.2,1700,0,1700,3,4,TRUE,2,TRUE
2011-12-05T20:21:12Z,org:apache:accumulo:contrib/accumulo_sample/ingest/src/test/java/normalizer/testNumberNormalizer.java,2,0.2,1,0.1,0.05,1,0.4,36->2,No,7.2->0.4,94.44444444,0,94.44444444,3,4,TRUE,2,TRUE
2011-10-18T17:14:16Z,org:apache:accumulo:contrib/accumulo_sample/ingest/src/test/java/reader/AggregatingRecordReaderTest.java,36,0.2,1,0.1,0.05,1,7.2,106->36,No,21.2->7.2,66.03773585,0,66.03773585,3,4,TRUE,2,TRUE
2011-12-05T20:05:49Z,org:apache:accumulo:contrib/accumulo_sample/ingest/src/test/java/reader/AggregatingRecordReaderTest.java,1118,0.2,1,0.1,0.05,1,223.6,36->1118,No,7.2->223.6,3005.555556,0,3005.555556,3,4,TRUE,2,TRUE
2011-12-05T20:21:12Z,org:apache:accumulo:contrib/accumulo_sample/ingest/src/test/java/reader/AggregatingRecordReaderTest.java,4,0.2,1,0.1,0.05,1,0.8,1118->4,No,223.6->0.8,99.64221825,0,99.64221825,3,4,TRUE,2,TRUE
2011-12-09T17:21:14Z,org:apache:accumulo:contrib/accumulo_sample/ingest/src/test/java/reader/AggregatingRecordReaderTest.java,66,0.2,1,0.1,0.05,1,13.2,4->66,No,0.8->13.2,1550,0,1550,3,4,TRUE,2,TRUE
2011-12-12T20:33:21Z,org:apache:accumulo:contrib/accumulo_sample/ingest/src/test/java/reader/AggregatingRecordReaderTest.java,4,0.2,1,0.1,0.05,1,0.8,66->4,No,13.2->0.8,93.93939394,0,93.93939394,3,4,TRUE,2,TRUE
2011-12-23T15:54:42Z,org:apache:accumulo:contrib/accumulo_sample/ingest/src/test/java/reader/AggregatingRecordReaderTest.java,66,0.2,1,0.1,0.05,1,13.2,4->66,No,0.8->13.2,1550,0,1550,3,4,TRUE,2,TRUE
2012-01-05T15:51:52Z,org:apache:accumulo:contrib/accumulo_sample/ingest/src/test/java/reader/AggregatingRecordReaderTest.java,4,0.2,1,0.1,0.05,1,0.8,66->4,No,13.2->0.8,93.93939394,0,93.93939394,3,4,TRUE,2,TRUE
2012-01-05T15:52:22Z,org:apache:accumulo:contrib/accumulo_sample/ingest/src/test/java/reader/AggregatingRecordReaderTest.java,66,0.2,1,0.1,0.05,1,13.2,4->66,No,0.8->13.2,1550,0,1550,3,4,TRUE,2,TRUE
2012-01-06T16:01:35Z,org:apache:accumulo:contrib/accumulo_sample/ingest/src/test/java/reader/AggregatingRecordReaderTest.java,4,0.2,1,0.1,0.05,1,0.8,66->4,No,13.2->0.8,93.93939394,0,93.93939394,3,4,TRUE,2,TRUE
2011-10-18T17:14:16Z,org:apache:accumulo:contrib/accumulo_sample/query/src/main/java/function/QueryFunctions.java,36,0.2,1,0.1,0.05,1,7.2,2->36,No,0.4->7.2,1700,0,1700,1,1,FALSE,2,TRUE
2011-12-05T20:21:12Z,org:apache:accumulo:contrib/accumulo_sample/query/src/main/java/function/QueryFunctions.java,2,0.2,1,0.1,0.05,1,0.4,36->2,No,7.2->0.4,94.44444444,0,94.44444444,1,1,FALSE,2,TRUE
2011-10-27T19:33:48Z,org:apache:accumulo:contrib/accumulo_sample/query/src/main/java/iterator/AbstractEvaluatingIterator.java,12,0.2,1,0.1,0.05,1,2.4,7->12,0.3->0.2,2.1->2.4,71.42857143,33.33333333,14.28571429,1,1,FALSE,2,TRUE
2011-12-05T20:21:12Z,org:apache:accumulo:contrib/accumulo_sample/query/src/main/java/iterator/AbstractEvaluatingIterator.java,2,0.2,1,0.1,0.05,1,0.4,12->2,No,2.4->0.4,83.33333333,0,83.33333333,1,1,FALSE,2,TRUE
2011-10-27T19:33:48Z,org:apache:accumulo:contrib/accumulo_sample/query/src/main/java/iterator/AndIterator.java,12,0.2,1,0.1,0.05,1,2.4,7->12,0.3->0.2,2.1->2.4,71.42857143,33.33333333,14.28571429,1,1,FALSE,2,TRUE
2011-12-05T20:21:12Z,org:apache:accumulo:contrib/accumulo_sample/query/src/main/java/iterator/AndIterator.java,2,0.2,1,0.1,0.05,1,0.4,12->2,No,2.4->0.4,83.33333333,0,83.33333333,1,1,FALSE,2,TRUE
2011-10-18T17:14:16Z,org:apache:accumulo:contrib/accumulo_sample/query/src/main/java/iterator/BooleanLogicTreeNode.java,12,0.2,1,0.1,0.05,1,2.4,2->12,No,0.4->2.4,500,0,500,1,1,FALSE,2,TRUE
2011-12-05T20:21:12Z,org:apache:accumulo:contrib/accumulo_sample/query/src/main/java/iterator/BooleanLogicTreeNode.java,2,0.2,1,0.1,0.05,1,0.4,12->2,No,2.4->0.4,83.33333333,0,83.33333333,1,1,FALSE,2,TRUE
2011-10-18T17:14:16Z,org:apache:accumulo:contrib/accumulo_sample/query/src/main/java/iterator/DefaultIteratorEnvironment.java,12,0.2,1,0.1,0.05,1,2.4,2->12,No,0.4->2.4,500,0,500,1,1,FALSE,2,TRUE
2011-12-05T20:21:12Z,org:apache:accumulo:contrib/accumulo_sample/query/src/main/java/iterator/DefaultIteratorEnvironment.java,2,0.2,1,0.1,0.05,1,0.4,12->2,No,2.4->0.4,83.33333333,0,83.33333333,1,1,FALSE,2,TRUE
2011-10-18T17:14:16Z,org:apache:accumulo:contrib/accumulo_sample/query/src/main/java/iterator/EvaluatingIterator.java,12,0.2,1,0.1,0.05,1,2.4,6->12,No,1.2->2.4,100,0,100,1,1,FALSE,2,TRUE
2011-12-05T20:21:12Z,org:apache:accumulo:contrib/accumulo_sample/query/src/main/java/iterator/EvaluatingIterator.java,2,0.2,1,0.1,0.05,1,0.4,12->2,No,2.4->0.4,83.33333333,0,83.33333333,1,1,FALSE,2,TRUE
2011-11-10T20:13:25Z,org:apache:accumulo:contrib/accumulo_sample/query/src/main/java/iterator/FieldIndexIterator.java,14,0.2,1,0.1,0.05,1,2.8,5->14,0.4->0.2,2->2.8,180,50,40,1,1,FALSE,2,TRUE
2011-12-05T20:21:12Z,org:apache:accumulo:contrib/accumulo_sample/query/src/main/java/iterator/FieldIndexIterator.java,2,0.2,1,0.1,0.05,1,0.4,14->2,No,2.8->0.4,85.71428571,0,85.71428571,1,1,FALSE,2,TRUE
2011-12-22T19:59:30Z,org:apache:accumulo:contrib/accumulo_sample/query/src/main/java/iterator/OptimizedQueryIterator.java,10,0.4,1,0.1,0.05,1,4,20->10,No,8->4,50,0,50,1,1,FALSE,3,TRUE
2011-10-18T17:14:16Z,org:apache:accumulo:contrib/accumulo_sample/query/src/main/java/iterator/ReadAheadIterator.java,12,0.2,1,0.1,0.05,1,2.4,2->12,No,0.4->2.4,500,0,500,1,1,FALSE,2,TRUE
2011-12-05T20:21:12Z,org:apache:accumulo:contrib/accumulo_sample/query/src/main/java/iterator/ReadAheadIterator.java,2,0.2,1,0.1,0.05,1,0.4,12->2,No,2.4->0.4,83.33333333,0,83.33333333,1,1,FALSE,2,TRUE
2011-10-18T17:14:16Z,org:apache:accumulo:contrib/accumulo_sample/query/src/main/java/jexl/Arithmetic.java,36,0.2,1,0.1,0.05,1,7.2,2->36,No,0.4->7.2,1700,0,1700,1,1,FALSE,2,TRUE
2011-12-05T20:21:12Z,org:apache:accumulo:contrib/accumulo_sample/query/src/main/java/jexl/Arithmetic.java,2,0.2,1,0.1,0.05,1,0.4,36->2,No,7.2->0.4,94.44444444,0,94.44444444,1,1,FALSE,2,TRUE
2011-11-10T20:13:25Z,org:apache:accumulo:contrib/accumulo_sample/query/src/main/java/logic/AbstractQueryLogic.java,12,0.2,1,0.1,0.05,1,2.4,154->12,0.388235294117647->0.2,59.7882352941176->2.4,92.20779221,48.48484848,95.98583235,1,1,FALSE,2,TRUE
2011-12-05T20:21:12Z,org:apache:accumulo:contrib/accumulo_sample/query/src/main/java/logic/AbstractQueryLogic.java,24,0.333333333,1,0.1,0.05,1,8,12->24,0.2->0.333333333333333,2.4->7.99999999999999,100,66.66666667,233.3333333,1,1,FALSE,2,TRUE
2011-12-12T18:58:24Z,org:apache:accumulo:contrib/accumulo_sample/query/src/main/java/logic/AbstractQueryLogic.java,10,0.2,1,0.1,0.05,1,2,24->10,0.333333333333333->0.2,7.99999999999999->2,58.33333333,40,75,1,1,FALSE,2,TRUE
2011-12-12T20:33:21Z,org:apache:accumulo:contrib/accumulo_sample/query/src/main/java/logic/AbstractQueryLogic.java,24,0.333333333,1,0.1,0.05,2,8,10->24,0.2->0.333333333333333,2->7.99999999999999,140,66.66666667,300,1,1,FALSE,2,TRUE
2011-12-22T19:59:30Z,org:apache:accumulo:contrib/accumulo_sample/query/src/main/java/logic/AbstractQueryLogic.java,5,0.2,1,0.1,0.05,1,1,24->5,0.333333333333333->0.2,7.99999999999999->1,79.16666667,40,87.5,1,1,FALSE,2,TRUE
2011-10-18T17:14:16Z,org:apache:accumulo:contrib/accumulo_sample/query/src/main/java/logic/ContentLogic.java,36,0.2,1,0.1,0.05,1,7.2,7->36,0.3->0.2,2.1->7.2,414.2857143,33.33333333,242.8571429,1,1,FALSE,2,TRUE
2011-12-05T20:21:12Z,org:apache:accumulo:contrib/accumulo_sample/query/src/main/java/logic/ContentLogic.java,2,0.2,1,0.1,0.05,1,0.4,36->2,No,7.2->0.4,94.44444444,0,94.44444444,1,1,FALSE,2,TRUE
2011-10-18T17:14:16Z,org:apache:accumulo:contrib/accumulo_sample/query/src/main/java/logic/QueryLogic.java,36,0.2,1,0.1,0.05,1,7.2,2->36,No,0.4->7.2,1700,0,1700,1,1,FALSE,2,TRUE
2011-12-05T20:21:12Z,org:apache:accumulo:contrib/accumulo_sample/query/src/main/java/logic/QueryLogic.java,2,0.2,1,0.1,0.05,1,0.4,36->2,No,7.2->0.4,94.44444444,0,94.44444444,1,1,FALSE,2,TRUE
2011-10-18T17:14:16Z,org:apache:accumulo:contrib/accumulo_sample/query/src/main/java/parser/EventFields.java,36,0.2,1,0.1,0.05,1,7.2,2->36,No,0.4->7.2,1700,0,1700,3,4,TRUE,2,TRUE
2011-12-05T20:21:12Z,org:apache:accumulo:contrib/accumulo_sample/query/src/main/java/parser/EventFields.java,2,0.2,1,0.1,0.05,1,0.4,36->2,No,7.2->0.4,94.44444444,0,94.44444444,3,4,TRUE,2,TRUE
2011-10-18T17:14:16Z,org:apache:accumulo:contrib/accumulo_sample/query/src/main/java/parser/FieldIndexQueryReWriter.java,12,0.2,1,0.1,0.05,1,2.4,No,0.333333333333333->0.2,4->2.4,0,40,40,3,4,TRUE,2,TRUE
2011-12-05T20:21:12Z,org:apache:accumulo:contrib/accumulo_sample/query/src/main/java/parser/FieldIndexQueryReWriter.java,2,0.2,1,0.1,0.05,1,0.4,12->2,No,2.4->0.4,83.33333333,0,83.33333333,3,4,TRUE,2,TRUE
2011-10-18T17:14:16Z,org:apache:accumulo:contrib/accumulo_sample/query/src/main/java/parser/JexlOperatorConstants.java,36,0.2,1,0.1,0.05,1,7.2,2->36,No,0.4->7.2,1700,0,1700,3,4,TRUE,2,TRUE
2011-12-05T20:21:12Z,org:apache:accumulo:contrib/accumulo_sample/query/src/main/java/parser/JexlOperatorConstants.java,2,0.2,1,0.1,0.05,1,0.4,36->2,No,7.2->0.4,94.44444444,0,94.44444444,3,4,TRUE,2,TRUE
2011-10-18T17:14:16Z,org:apache:accumulo:contrib/accumulo_sample/query/src/main/java/parser/QueryEvaluator.java,36,0.2,1,0.1,0.05,1,7.2,2->36,No,0.4->7.2,1700,0,1700,3,4,TRUE,2,TRUE
2011-12-05T20:21:12Z,org:apache:accumulo:contrib/accumulo_sample/query/src/main/java/parser/QueryEvaluator.java,2,0.2,1,0.1,0.05,1,0.4,36->2,No,7.2->0.4,94.44444444,0,94.44444444,3,4,TRUE,2,TRUE
2011-10-18T17:14:16Z,org:apache:accumulo:contrib/accumulo_sample/query/src/main/java/parser/QueryParser.java,12,0.2,1,0.1,0.05,1,2.4,2->12,No,0.4->2.4,500,0,500,3,4,TRUE,2,TRUE
2011-12-05T20:21:12Z,org:apache:accumulo:contrib/accumulo_sample/query/src/main/java/parser/QueryParser.java,2,0.2,1,0.1,0.05,1,0.4,12->2,No,2.4->0.4,83.33333333,0,83.33333333,3,4,TRUE,2,TRUE
2011-10-18T17:14:16Z,org:apache:accumulo:contrib/accumulo_sample/query/src/main/java/parser/RangeCalculator.java,12,0.2,1,0.1,0.05,1,2.4,2899->12,0.317209302325581->0.2,919.589767441859->2.4,99.58606416,36.95014663,99.73901406,3,4,TRUE,2,TRUE
2011-12-05T20:05:49Z,org:apache:accumulo:contrib/accumulo_sample/query/src/main/java/parser/RangeCalculator.java,710,0.4,1,0.1,0.05,1,284,12->710,0.2->0.4,2.4->284,5816.666667,100,11733.33333,3,4,TRUE,3,FALSE
